Time,Value
410,1681
411,3184
412,1119
413,2881
414,5982
415,2177
416,3268
417,2072
418,1911
419,3662
420,2460
421,3581
422,2588
423,2976
424,4356
425,4607
426,3168
427,2657
428,2277
429,4572
430,2899
431,3189
432,833
433,4176
434,2583
435,2256
436,4599
437,772
438,3042
439,4952
440,2128
441,3085
442,3278
443,2228
444,4877
445,4337
446,2980
447,4577
448,2444
449,2974
450,2509
451,1501
452,4108
453,2621
454,3903
455,3528
456,2268
457,1442
458,2922
459,3137
460,1337
461,2560
462,2354
463,2599
464,4151
465,1467
466,4173
467,2832
468,3600
469,3965
470,3866
471,3684
472,3094
473,4061
474,3995
475,1254
476,2883
477,4046
478,3393
479,2303
480,3382
481,2623
482,2673
483,2203
484,4105
485,1839
486,3402
487,3034
488,1926
489,2855
490,2939
491,3431
492,4360
493,4015
494,2548
495,2775
496,1555
497,2121
498,3538
499,1084
500,2903
501,3909
502,1988
503,1750
504,1999
505,3274
506,2973
507,3098
508,3164
509,4537
510,4308
511,1587
512,1862
513,1556
514,2691
515,3259
516,1527
517,2792
518,3258
519,2241
520,1417
521,3384
522,1868
523,2827
524,2997
525,2743
526,2865
527,1252
528,2621
529,3125
530,4140
531,5352
532,2511
533,2438
534,2816
535,2553
536,3747
537,4903
538,2267
539,2482
540,3511
541,2266
542,2544
543,4461
544,1845
545,2800
546,4300
547,4511
548,3868
549,2918
550,2340
551,3516
552,3488
553,2991
554,2004
555,1546
556,4420
557,2614
558,2398
559,2775
560,4219
561,1956
562,2403
563,1351
564,2190
565,2145
566,3785
567,2132
568,2719
569,1025
570,3343
571,2361
572,3329
573,4313
574,4038
575,4630
576,2446
577,2198
578,2100
579,2927
580,3283
581,3869
582,4196
583,3142
584,2955
585,3502
586,3847
587,2862
588,3749
589,2908
590,2978
591,3602
592,2611
593,4464
594,3472
595,3492
596,4279
597,2448
598,3286
599,4097
600,2029
601,3438
602,1456
603,2109
604,2044
605,3242
606,4471
607,1592
608,1683
609,2576
610,2149
611,1831
612,3671
613,3676
614,3134
615,2863
616,4124
617,2686
618,3554
619,3686
620,3265
621,1556
622,4260
623,3601
624,2297
625,3714
626,3404
627,3170
628,1896
629,3687
630,1933
631,1946
632,2329
633,2203
634,3260
635,4103
636,3638
637,3343
638,4129
639,2639
640,2564
641,2753
642,4450
643,2585
644,3068
645,2524
646,2554
647,2660
648,6056
649,4444
650,4457
651,2241
652,3518
653,4063
654,2635
655,3065
656,4043
657,2547
658,3792
659,1376
660,3135
661,1509
662,3384
663,3725
664,4016
665,2015
666,3016
667,3178
668,4585
669,4321
670,3519
671,5129
672,3753
673,3387
674,1820
675,3673
676,2831
677,1610
678,1341
679,3082
680,3717
681,3452
682,3582
683,3605
684,641
685,2520
686,4874
687,4143
688,3999
689,4690
690,3387
691,2838
692,2722
693,3132
694,1167
695,3885
696,3580
697,3535
698,1936
699,3656
700,3880
701,5021
702,3540
703,2192
704,2081
705,3211
706,4177
707,2541
708,2785
709,2638
710,2066
711,1815
712,3741
713,3275
714,2928
715,1999
716,1421
717,4535
718,3098
719,958
720,3199
721,3406
722,3333
723,2729
724,4241
725,2848
726,3059
727,2464
728,2575
729,3178
730,2865
731,1025
732,2330
733,2523
734,3040
735,1834
736,2943
737,1805
738,632
739,2530
740,3534
741,2000
742,3278
743,2056
744,2030
745,1736
746,3702
747,2576
748,1592
749,2960
750,4534
751,3374
752,4379
753,1000
754,3799
755,909
756,3990
757,2275
758,4246
759,3768
760,4463
761,2083
762,4589
763,3695
764,2855
765,4151
766,2304
767,4313
768,1633
769,3387
770,4391
771,2583
772,2856
773,1630
774,3813
775,3631
776,3813
777,3970
778,5553
779,2601
780,2984
781,1663
782,2460
783,2720
784,3113
785,2236
786,3055
787,3617
788,3709
789,5054
790,2929
791,2679
792,1519
793,3440
794,1920
795,4164
796,1479
797,2683
798,3842
799,1519
800,3901
801,998
802,2160
803,3758
804,1039
805,4697
806,3547
807,2998
808,1528
809,3503
810,2343
811,2996
812,5379
813,4100
814,3352
815,4326
816,2807
817,2513
818,2256
819,3472
820,2727
821,1924
822,1993
823,4488
824,5103
825,1400
826,2780
827,2460
828,991
829,2664
830,2864
831,4052
832,2063
833,4484
834,2765
835,4123
836,4790
837,796
838,2580
839,2294
840,3821
841,3324
842,3088
843,3301
844,4818
845,2643
846,3350
847,1596
848,2156
849,2914
850,3992
851,1852
852,2634
853,2999
854,2879
855,2110
856,4393
857,1992
858,4165
859,2573
860,3198
861,551
862,3450
863,2094
864,2485
865,2899
866,2431
867,2480
868,3623
869,3541
870,2917
871,2452
872,3339
873,3174
874,2952
875,3155
876,3413
877,2530
878,3464
879,3913
880,1971
881,3435
882,3611
883,3326
884,3637
885,2930
886,3965
887,3709
888,2072
889,1741
890,2371
891,4488
892,3262
893,4999
894,2109
895,4710
896,2524
897,3490
898,5065
899,4344
900,2690
901,3053
902,3314
903,1410
904,5821
905,2664
906,4631
907,3399
908,3668
909,3913
910,2405
911,3887
912,3278
913,4343
914,5199
915,1489
916,2617
917,2530
918,4593
919,3237
920,3028
921,2787
922,1236
923,3637
924,3080
925,3183
926,4474
927,4042
928,3714
929,3252
930,-200
931,2826
932,2392
933,4193
934,2221
935,3642
936,1855
937,2456
938,1913
939,3548
940,2707
941,2366
942,3390
943,3655
944,2426
945,513
946,4433
947,1566
948,3168
949,3795
950,2370
951,3248
952,3498
953,4246
954,1171
955,2240
956,3003
957,5417
958,3989
959,3486
960,2442
961,2771
962,2128
963,3182
964,2257
965,3183
966,3600
967,3057
968,3225
969,3219
970,3883
971,3093
972,923
973,3192
974,3675
975,4178
976,1609
977,1184
978,3435
979,4446
980,3584
981,3196
982,652
983,2360
984,3413
985,3479
986,4341
987,3416
988,2920
989,4127
990,862
991,1418
992,3071
993,4030
994,2871
995,1790
996,3072
997,3646
998,2691
999,489
1000,2996
1001,2874
1002,2127
1003,2439
1004,1111
1005,695
1006,2424
1007,1491
1008,3879
1009,2217
1010,3142
1011,3159
1012,2380
1013,3662
1014,527
1015,1842
1016,2870
1017,549
1018,4020
1019,2886
1020,3573
1021,3770
1022,4513
1023,1489
1024,3559
1025,1746
1026,4612
1027,3674
1028,2503
1029,2679
1030,2601
1031,-312
1032,4952
1033,2256
1034,3389
1035,4675
1036,3615
1037,2637
1038,2163
1039,2049
1040,2624
1041,1686
1042,3422
1043,4228
1044,2444
1045,1742
1046,2526
1047,3454
1048,3191
1049,2978
1050,5897
1051,1511
1052,3017
1053,1946
1054,2733
1055,3569
1056,2710
1057,2312
1058,3028
1059,2803
1060,3790
1061,1877
1062,3818
1063,3782
1064,3108
1065,5414
1066,2651
1067,4420
1068,4106
1069,3708
1070,3467
1071,256
1072,3528
1073,2489
1074,1793
1075,1802
1076,3171
1077,2964
1078,3301
1079,3464
1080,2331
1081,2508
1082,2875
1083,3358
1084,2784
1085,3531
1086,2182
1087,1856
1088,2811
1089,2054
1090,2524
1091,2815
1092,3665
1093,3443
1094,3544
1095,2553
1096,3338
1097,2777
1098,2130
1099,4480
1100,2218
1101,3314
1102,3166
1103,3474
1104,3647
1105,3973
1106,4836
1107,1855
1108,4462
1109,2695
1110,3471
1111,2574
1112,3116
1113,1752
1114,1185
1115,3335
1116,3862
1117,3071
1118,2141
1119,3464
1120,1204
1121,4127
1122,2645
1123,3135
1124,3444
1125,2030
1126,3111
1127,3403
1128,4388
1129,2469
1130,2646
1131,999
1132,2869
1133,4715
1134,2759
1135,3136
1136,2740
1137,2670
1138,2447
1139,3479
1140,2784
1141,2269
1142,3801
1143,2180
1144,3500
1145,4507
1146,2802
1147,2849
1148,2017
1149,1914
1150,2776
1151,2139
1152,1880
1153,2960
1154,3085
1155,3378
1156,3747
1157,205
1158,2045
1159,2450
1160,2672
1161,1807
1162,4412
1163,5217
1164,3074
1165,1422
1166,3505
1167,3294
1168,4218
1169,3006
1170,1692
1171,2481
1172,1593
1173,4031
1174,2467
1175,3841
1176,3965
1177,3043
1178,3373
1179,3520
1180,3306
1181,2450
1182,2970
1183,3170
1184,2403
1185,3286
1186,1962
1187,5274
1188,3725
1189,2163
1190,3086
1191,4029
1192,3569
1193,2129
1194,1216
1195,1783
1196,4551
1197,3581
1198,3301
1199,1679
1200,2293
1201,1024
1202,2703
1203,1408
1204,2128
1205,4078
1206,3958
1207,2950
1208,2338
1209,1591
1210,4322
1211,4591
1212,4229
1213,4783
1214,2012
1215,879
1216,3643
1217,3243
1218,2269
1219,805
1220,2466
1221,2585
1222,2910
1223,2587
1224,2453
1225,3585
1226,4227
1227,1509
1228,3043
1229,2075
1230,3173
1231,2976
1232,3252
1233,2369
1234,3921
1235,3301
1236,3236
1237,4130
1238,2014
1239,3218
1240,3192
1241,2370
1242,3370
1243,3780
1244,2632
1245,1980
1246,3089
1247,2998
1248,2017
1249,3086
1250,2676
1251,3813
1252,3607
1253,4736
1254,3658
1255,4202
1256,3575
1257,3001
1258,3245
1259,3125
1260,1946
1261,4609
1262,1379
1263,2167
1264,3263
1265,2987
1266,2930
1267,1794
1268,2138
1269,2215
1270,3886
1271,1480
1272,2623
1273,2337
1274,3832
1275,1511
1276,3366
1277,1875
1278,1639
1279,1086
1280,4109
1281,3756
1282,3860
1283,4019
1284,3438
1285,3061
1286,2788
1287,4610
1288,2567
1289,3689
1290,5128
1291,4093
1292,1549
1293,1978
1294,3258
1295,1544
1296,3731
1297,2104
1298,3255
1299,3317
1300,2617
1301,2221
1302,1690
1303,2031
1304,3268
1305,4215
1306,2315
1307,2273
1308,3486
1309,4190
1310,3206
1311,2781
1312,2574
1313,1682
1314,1723
1315,3059
1316,3217
1317,3080
1318,2930
1319,1588
1320,3771
1321,2470
1322,2395
1323,3496
1324,2023
1325,3316
1326,4850
1327,3224
1328,2489
1329,3109
1330,1349
1331,2875
1332,2711
1333,4898
1334,3216
1335,3408
1336,1664
1337,3454
1338,2893
1339,2441
1340,2287
1341,3634
1342,4006
1343,2620
1344,2493
1345,4450
1346,3762
1347,2104
1348,4022
1349,2738
1350,1897
1351,3912
1352,4020
1353,3877
1354,3206
1355,4375
1356,3870
1357,4455
1358,2124
1359,4691
1360,3433
1361,1983
1362,28
1363,1952
1364,3568
1365,3148
1366,1904
1367,3438
1368,2877
1369,3730
1370,1963
1371,3143
1372,2493
1373,4015
1374,1138
1375,1691
1376,2153
1377,2330
1378,2715
1379,2580
1380,2285
1381,2931
1382,3741
1383,2323
1384,151
1385,3383
1386,4583
1387,1934
1388,2944
1389,3454
1390,2909
1391,2847
1392,3066
1393,2821
1394,3681
1395,4408
1396,929
1397,3050
1398,5446
1399,3074
1400,2870
1401,3134
1402,2757
1403,2519
1404,1085
1405,3612
1406,1545
1407,3360
1408,1490
1409,2214
1410,3898
1411,2828
1412,2253
1413,4871
1414,2496
1415,4344
1416,2368
1417,1331
1418,4494
1419,3419
1420,2312
1421,2729
1422,3558
1423,2236
1424,2533
1425,684
1426,1610
1427,3259
1428,2903
1429,3285
1430,3531
1431,2157
1432,3588
1433,2586
1434,2459
1435,3879
1436,2947
1437,3908
1438,3487
1439,2731
1440,2444
1441,2428
1442,3250
1443,1862
1444,3727
1445,2252
1446,3129
1447,1362
1448,3066
1449,1277
1450,4078
1451,2834
1452,4788
1453,2787
1454,3450
1455,2767
1456,3894
1457,2810
1458,3602
1459,4378
1460,5229
1461,2068
1462,2967
1463,2123
1464,5271
1465,2443
1466,1173
1467,2091
1468,4124
1469,3301
1470,2722
1471,2772
1472,4426
1473,4218
1474,3743
1475,2237
1476,3839
1477,1735
1478,2000
1479,3325
1480,1143
1481,2643
1482,3408
1483,3240
1484,5036
1485,4624
1486,1947
1487,3051
1488,4074
1489,3347
1490,2867
1491,2547
1492,2986
1493,2659
1494,1828
1495,3154
1496,1935
1497,3184
1498,3089
1499,3493
1500,2463
1501,3354
1502,3425
1503,1537
1504,4532
1505,4380
1506,3374
1507,2168
1508,2503
1509,3345
1510,2532
1511,3109
1512,2256
1513,3415
1514,4000
1515,2898
1516,4418
1517,2046
1518,2639
1519,2555
1520,3389
1521,2367
1522,2890
1523,3243
1524,1455
1525,3094
1526,4567
1527,2332
1528,1281
1529,3331
1530,2497
1531,2410
1532,3430
1533,4280
1534,2880
1535,5049
1536,3214
1537,2114
1538,2862
1539,1739
1540,1927
1541,2678
1542,3078
1543,4065
1544,4681
1545,2925
1546,2656
1547,4521
1548,3003
1549,1110
1550,2338
1551,4151
1552,4452
1553,3699
1554,2700
1555,3470
1556,2060
1557,1710
1558,4230
1559,2781
1560,2641
1561,1441
1562,4397
1563,4093
1564,2540
1565,1319
1566,4391
1567,3421
1568,3130
1569,3728
1570,1192
1571,3420
1572,3010
1573,796
1574,655
1575,2442
1576,2001
1577,3947
1578,4194
1579,4081
1580,3239
1581,2309
1582,3520
1583,1135
1584,1570
1585,4619
1586,3416
1587,4045
1588,415
1589,2424
1590,3295
1591,2900
1592,2039
1593,3134
1594,2746
1595,2353
1596,3017
1597,3598
1598,2785
1599,3735
1600,2024
1601,4098
1602,3285
1603,2749
1604,3156
1605,1863
1606,3586
1607,3580
1608,3529
1609,3739
1610,4810
1611,3156
1612,4787
1613,3159
1614,1763
1615,4191
1616,3427
1617,2979
1618,5218
1619,3785
1620,5049
1621,4030
1622,2389
1623,1041
1624,2329
1625,2832
1626,2870
1627,3554
1628,3006
1629,3738
1630,3981
1631,2990
1632,2707
1633,1103
1634,3171
1635,3778
1636,3522
1637,2211
1638,3093
1639,2736
1640,2148
1641,344
1642,3238
1643,4089
1644,2822
1645,2969
1646,4166
1647,2653
1648,1404
1649,3259
1650,2652
1651,2096
1652,938
1653,2868
1654,1724
1655,4383
1656,5225
1657,3093
1658,2367
1659,2693
1660,1318
1661,3576
1662,4560
1663,2962
1664,3963
1665,3094
1666,2297
1667,2144
1668,3635
1669,3538
1670,3368
1671,1854
1672,3064
1673,4389
1674,2988
1675,4304
1676,3280
1677,2671
1678,4537
1679,1833
1680,2995
1681,5023
1682,4351
1683,3219
1684,844
1685,2563
1686,2782
1687,3503
1688,1698
1689,4115
1690,3105
1691,3333
1692,4065
1693,3530
1694,2307
1695,4153
1696,2951
1697,3680
1698,4962
1699,2131
1700,4569
1701,3830
1702,2762
1703,1913
1704,3707
1705,3799
1706,3481
1707,3212
1708,3661
1709,2225
1710,3755
1711,1506
1712,1458
1713,3799
1714,2834
1715,3677
1716,6247
1717,3871
1718,3900
1719,3281
1720,3239
1721,2949
1722,5107
1723,3451
1724,1474
1725,3846
1726,2710
1727,2127
1728,2342
1729,2527
1730,4056
1731,3343
1732,1541
1733,3547
1734,3362
1735,2405
1736,3622
1737,2332
1738,-433
1739,405
1740,1592
1741,2506
1742,2051
1743,2683
1744,2417
1745,1709
1746,2189
1747,2414
1748,4156
1749,2537
1750,3112
1751,2851
1752,2695
1753,3248
1754,3247
1755,4344
1756,1525
1757,600
1758,2136
1759,5187
1760,4360
1761,3185
1762,1775
1763,3543
1764,2274
1765,4283
1766,5541
1767,2318
1768,2231
1769,1677
1770,3731
1771,3653
1772,4635
1773,2307
1774,2502
1775,3267
1776,3680
1777,1453
1778,2008
1779,3124
1780,3844
1781,2077
1782,1154
1783,5125
1784,2194
1785,2149
1786,3138
1787,3565
1788,2565
1789,4247
1790,3333
1791,2863
1792,1033
1793,2235
1794,3803
1795,4079
1796,3346
1797,1960
1798,3408
1799,2551
1800,5393
1801,2576
1802,2892
1803,3408
1804,3129
1805,1891
1806,2620
1807,2999
1808,4158
1809,3715
1810,2605
1811,2775
1812,4722
1813,3514
1814,1557
1815,4289
1816,2266
1817,2668
1818,4786
1819,4459
1820,3326
1821,1976
1822,4068
1823,3492
1824,3953
1825,4353
1826,4155
1827,2582
1828,3618
1829,2341
1830,1401
1831,2800
1832,3458
1833,2184
1834,-140
1835,4017
1836,3116
1837,2691
1838,2449
1839,1455
1840,1661
1841,2705
1842,2969
1843,3202
1844,1837
1845,2759
1846,3439
1847,2427
1848,3687
1849,2125
1850,4924
1851,3763
1852,3434
1853,2081
1854,4288
1855,3474
1856,1732
1857,2301
1858,5553
1859,1692
1860,2753
1861,3211
1862,2146
1863,3172
1864,2452
1865,2361
1866,4418
1867,3206
1868,4081
1869,4677
1870,3002
1871,2147
1872,1879
1873,4406
1874,3698
1875,5607
1876,3443
1877,2337
1878,3934
1879,2584
1880,2299
1881,5350
1882,1758
1883,2732
1884,3018
1885,2674
1886,3766
1887,2978
1888,2885
1889,3675
1890,4096
1891,907
1892,2746
1893,2736
1894,2584
1895,1372
1896,2521
1897,2360
1898,2753
1899,3597
1900,2286
1901,2717
1902,3973
1903,5374
1904,4269
1905,4596
1906,3053
1907,3251
1908,2813
1909,1068
1910,3345
1911,1228
1912,2173
1913,1028
1914,3412
1915,2729
1916,2554
1917,4031
1918,4677
1919,2538
1920,5411
1921,1879
1922,3271
1923,4122
1924,5027
1925,2536
1926,2468
1927,3064
1928,3216
1929,2192
1930,3284
1931,3204
1932,2602
1933,3491
1934,3134
1935,3788
1936,4172
1937,5354
1938,793
1939,2389
1940,3118
1941,3209
1942,3014
1943,3258
1944,3143
1945,3322
1946,2958
1947,2428
1948,3476
1949,3736
1950,2724
1951,1775
1952,6453
1953,3341
1954,2587
1955,3336
1956,4127
1957,2714
1958,3212
1959,5518
1960,4298
1961,2201
1962,4512
1963,5396
1964,2881
1965,3095
1966,2728
1967,4358
1968,2793
1969,3623
1970,1839
1971,3517
1972,1672
1973,3277
1974,3082
1975,3997
1976,3746
1977,3296
1978,2073
1979,4515
1980,3741
1981,1799
1982,2303
1983,1041
1984,3194
1985,3676
1986,545
1987,3857
1988,2719
1989,2089
1990,4018
1991,2434
1992,1487
1993,4695
1994,1741
1995,2551
1996,2031
1997,3102
1998,3041
1999,2644
2000,3473
2001,2813
2002,3792
2003,4933
2004,2253
2005,2682
2006,1876
2007,3008
2008,3126
2009,3725
2010,4069
2011,3609
2012,2214
2013,2419
2014,4054
2015,5560
2016,2213
2017,3866
2018,4669
2019,3295
2020,4086
2021,2142
2022,867
2023,2053
2024,2921
2025,2810
2026,2861
2027,1752
2028,5189
2029,3618
2030,3990
2031,4274
2032,2246
2033,2434
2034,1974
2035,3880
2036,3179
2037,4189
2038,2966
2039,2834
2040,2170
2041,2746
2042,2071
2043,2308
2044,4155
2045,2851
2046,3269
2047,4856
2048,1983
2049,1043
2050,2943
2051,3848
2052,2748
2053,357
2054,2612
2055,4036
2056,3115
2057,3778
2058,3252
2059,3496
2060,862
2061,3563
2062,2953
2063,1626
2064,4670
2065,4406
2066,4349
2067,1802
2068,1251
2069,4131
2070,4112
2071,4228
2072,2499
2073,3282
2074,1238
2075,3378
2076,3176
2077,1795
2078,3707
2079,2973
2080,1584
2081,2436
2082,3744
2083,2790
2084,1317
2085,4323
2086,3211
2087,2355
2088,3203
2089,3734
2090,1678
2091,376
2092,3186
2093,3622
2094,2446
2095,3813
2096,1339
2097,4117
2098,1744
2099,4405
2100,2941
2101,3502
2102,2735
2103,2844
2104,2435
2105,2245
2106,2029
2107,3113
2108,3826
2109,3457
2110,5100
2111,2957
2112,3203
2113,3706
2114,3690
2115,2976
2116,1293
2117,3815
2118,2664
2119,4223
2120,2880
2121,4699
2122,4243
2123,4284
2124,4147
2125,2252
2126,3374
2127,2147
2128,2446
2129,5138
2130,3444
2131,3091
2132,871
2133,3166
2134,2169
2135,2641
2136,2602
2137,3153
2138,2677
2139,3086
2140,2511
2141,3632
2142,4884
2143,3647
2144,3417
2145,3082
2146,3278
2147,2080
2148,3081
2149,1694
2150,2469
2151,2895
2152,1848
2153,1161
2154,4245
2155,2235
2156,2872
2157,1550
2158,3076
2159,2838
2160,3450
2161,3438
2162,3604
2163,3945
2164,3250
2165,3361
2166,3053
2167,4410
2168,2183
2169,5030
2170,1769
2171,2556
2172,3429
2173,5888
2174,2131
2175,3628
2176,3215
2177,4502
2178,2599
2179,2214
2180,1433
2181,3145
2182,3570
2183,2654
2184,2928
2185,4438
2186,2018
2187,3398
2188,654
2189,2413
2190,2987
2191,2274
2192,3193
2193,1163
2194,1767
2195,3332
2196,3413
2197,3738
2198,4211
2199,3781
2200,3213
2201,2137
2202,4555
2203,2665
2204,3085
2205,3402
2206,3709
2207,3293
2208,4173
2209,4100
2210,3268
2211,1862
2212,3837
2213,1023
2214,1051
2215,4010
2216,166
2217,3005
2218,3020
2219,2549
2220,4370
2221,3759
2222,2156
2223,2023
2224,2346
2225,2620
2226,3414
2227,1950
2228,3444
2229,2874
2230,3697
2231,2526
2232,2788
2233,1025
2234,4995
2235,2299
2236,2255
2237,3924
2238,2616
2239,4943
2240,5718
2241,2562
2242,1987
2243,3083
2244,2360
2245,1513
2246,3672
2247,3529
2248,3488
2249,4084
2250,4095
2251,1930
2252,1848
2253,1607
2254,3958
2255,4708
2256,3699
2257,3492
2258,1699
2259,4003
2260,3534
2261,1878
2262,3225
2263,3181
2264,2833
2265,2440
2266,3952
2267,964
2268,2923
2269,2978
2270,1442
2271,4555
2272,2786
2273,3872
2274,1077
2275,3222
2276,3368
2277,2540
2278,4333
2279,3265
2280,3595
2281,3943
2282,3686
2283,4572
2284,2619
2285,1424
2286,2575
2287,3155
2288,2580
2289,2596
2290,3614
2291,1770
2292,3624
2293,2545
2294,3393
2295,2367
2296,2037
2297,915
2298,3394
2299,3211
2300,3218
2301,2014
2302,2254
2303,3048
2304,-90
2305,3192
2306,3252
2307,1884
2308,2021
2309,4680
2310,3465
2311,1611
2312,3463
2313,2840
2314,2286
2315,4186
2316,2544
2317,2389
2318,3050
2319,3256
2320,2526
2321,1571
2322,2250
2323,5201
2324,4196
2325,2700
2326,2112
2327,2338
2328,3180
2329,2828
2330,2538
2331,1881
2332,3029
2333,2751
2334,2091
2335,2835
2336,3672
2337,3135
2338,3514
2339,3029
2340,2694
2341,4421
2342,1845
2343,3631
2344,4003
2345,4198
2346,3552
2347,1092
2348,2584
2349,2217
2350,3421
2351,2035
2352,1722
2353,3580
2354,1938
2355,1534
2356,3936
2357,3394
2358,4513
2359,5411
2360,2486
2361,3387
2362,3143
2363,3616
2364,4172
2365,1619
2366,4884
2367,3219
2368,3584
2369,3564
2370,4491
2371,3012
2372,2962
2373,2171
2374,4226
2375,3436
2376,2280
2377,2966
2378,4101
2379,4059
2380,1616
2381,2793
2382,2533
2383,3334
2384,4732
2385,2643
2386,2311
2387,3351
2388,4033
2389,2758
2390,4513
2391,3099
2392,2331
2393,2695
2394,3559
2395,3516
2396,2990
2397,3731
2398,2719
2399,3374
2400,5585
2401,4079
2402,3907
2403,3306
2404,3563
2405,1486
2406,1129
2407,3596
2408,3854
2409,2089
2410,3241
2411,3532
2412,2929
2413,3478
2414,3162
2415,3016
2416,3812
2417,2783
2418,1064
2419,3489
2420,3811
2421,3404
2422,1064
2423,2576
2424,2985
2425,4941
2426,3132
2427,4345
2428,3898
2429,3072
2430,1632
2431,4157
2432,4720
2433,2739
2434,1495
2435,2568
2436,1154
2437,2570
2438,3892
2439,4159
2440,2834
2441,3238
2442,3088
2443,4555
2444,1993
2445,4247
2446,2801
2447,3990
2448,4166
2449,2120
2450,3160
2451,830
2452,2410
2453,3452
2454,1561
2455,2399
2456,1231
2457,3721
2458,3259
2459,3209
2460,1908
2461,2904
2462,4816
2463,3492
2464,3364
2465,3639
2466,3165
2467,1894
2468,5222
2469,1930
2470,4333
2471,2655
2472,2479
2473,1350
2474,3085
2475,3146
2476,3931
2477,3497
2478,1480
2479,1918
2480,3342
2481,3526
2482,1903
2483,2755
2484,2233
2485,3333
2486,3040
2487,2507
2488,1228
2489,2366
2490,4212
2491,3526
2492,2039
2493,2486
2494,3343
2495,2281
2496,2670
2497,2780
2498,2627
2499,4105
2500,3872
2501,3989
2502,1454
2503,3057
2504,4367
2505,3185
2506,4027
2507,3052
